travel_date,month,month_name,year,origin,destination,airline,booking_window,seasonal_mult,base_price,final_price
2023-02-05,2,February,2023,San Francisco (SFO),Tokyo (NRT),American Airlines,176,0.85,788,648.22
2023-09-17,9,September,2023,New York (JFK),Osaka (KIX),ANA,148,1.05,1318,1424.77
2024-12-02,12,December,2024,Chicago (ORD),Tokyo (HND),United Airlines,38,1.0,1082,1309.45
2024-02-02,2,February,2024,Seattle (SEA),Tokyo (NRT),Delta Airlines,9,0.85,871,791.65
2023-04-03,4,April,2023,Chicago (ORD),Tokyo (HND),United Airlines,67,1.55,1082,1522.46
2024-03-25,3,March,2024,San Francisco (SFO),Tokyo (NRT),ANA,168,1.45,824,1088.93
2023-02-04,2,February,2023,San Francisco (SFO),Osaka (KIX),Delta Airlines,77,0.85,906,778.8
2024-02-27,2,February,2024,New York (JFK),Tokyo (HND),Delta Airlines,92,0.85,1176,853.54
2024-12-16,12,December,2024,Chicago (ORD),Tokyo (NRT),ANA,73,1.0,1153,1002.58
2024-03-06,3,March,2024,Seattle (SEA),Tokyo (NRT),United Airlines,161,1.45,800,976.06
2024-04-09,4,April,2024,Seattle (SEA),Osaka (KIX),United Airlines,14,1.55,847,1626.01
2024-10-07,10,October,2024,New York (JFK),Osaka (KIX),ANA,120,1.3,1318,1599.16
2023-07-24,7,July,2023,Los Angeles (LAX),Tokyo (NRT),Delta Airlines,167,0.92,838,804.39
2023-03-26,3,March,2023,San Francisco (SFO),Tokyo (HND),American Airlines,35,1.45,765,1147.66
2024-12-31,12,December,2024,Los Angeles (LAX),Tokyo (NRT),American Airlines,173,1.0,759,685.72
2023-11-24,11,November,2023,Los Angeles (LAX),Osaka (KIX),Delta Airlines,122,1.25,847,1046.09
2023-09-24,9,September,2023,Chicago (ORD),Osaka (KIX),ANA,51,1.05,1235,1411.31
2023-07-23,7,July,2023,Seattle (SEA),Tokyo (HND),United Airlines,28,0.92,800,885.56
2024-02-07,2,February,2024,Chicago (ORD),Tokyo (HND),ANA,103,0.85,1118,911.77
2023-01-24,1,January,2023,Seattle (SEA),Tokyo (NRT),Japan Airlines,149,0.82,918,640.6
2023-04-02,4,April,2023,Seattle (SEA),Osaka (KIX),ANA,125,1.55,894,1472.04
2023-02-20,2,February,2023,Los Angeles (LAX),Tokyo (HND),ANA,109,0.85,779,692.62
2023-09-24,9,September,2023,Seattle (SEA),Tokyo (HND),American Airlines,45,1.05,800,738.96
2024-08-03,8,August,2024,New York (JFK),Tokyo (HND),ANA,37,0.95,1200,1071.12
2024-03-21,3,March,2024,New York (JFK),Osaka (KIX),American Airlines,123,1.45,1247,1559.21
2024-12-31,12,December,2024,Chicago (ORD),Tokyo (NRT),ANA,59,1.0,1153,1042.21
2024-05-21,5,May,2024,Los Angeles (LAX),Tokyo (HND),United Airlines,104,1.4,735,845.81
2024-09-06,9,September,2024,Los Angeles (LAX),Tokyo (HND),ANA,62,1.05,779,913.69
2024-03-04,3,March,2024,San Francisco (SFO),Osaka (KIX),ANA,53,1.45,871,1377.73
2023-10-25,10,October,2023,Chicago (ORD),Tokyo (NRT),Japan Airlines,74,1.3,1235,1529.04
2023-09-12,9,September,2023,Los Angeles (LAX),Osaka (KIX),Delta Airlines,101,1.05,847,772.95
2023-03-29,3,March,2023,Seattle (SEA),Osaka (KIX),Delta Airlines,9,1.45,918,1291.56
2024-12-10,12,December,2024,Chicago (ORD),Tokyo (NRT),United Airlines,108,1.0,1082,929.09
2024-12-26,12,December,2024,Los Angeles (LAX),Osaka (KIX),Delta Airlines,115,1.0,847,781.45
2023-04-08,4,April,2023,Seattle (SEA),Tokyo (HND),Japan Airlines,149,1.55,871,1196.97
2023-08-29,8,August,2023,New York (JFK),Tokyo (NRT),United Airlines,127,0.95,1153,913.14
2024-12-27,12,December,2024,San Francisco (SFO),Osaka (KIX),American Airlines,18,1.0,835,944.53
2024-09-26,9,September,2024,New York (JFK),Tokyo (HND),American Airlines,104,1.05,1141,995.71
2023-05-16,5,May,2023,San Francisco (SFO),Tokyo (HND),United Airlines,150,1.4,765,949.52
2023-09-24,9,September,2023,New York (JFK),Osaka (KIX),ANA,50,1.05,1318,1424.81
2024-04-24,4,April,2024,Seattle (SEA),Tokyo (HND),United Airlines,40,1.55,800,1372.37
2024-03-19,3,March,2024,New York (JFK),Tokyo (HND),American Airlines,43,1.45,1141,1666.14
2023-02-15,2,February,2023,San Francisco (SFO),Tokyo (NRT),United Airlines,39,0.85,765,666.22
2024-03-16,3,March,2024,Chicago (ORD),Tokyo (HND),United Airlines,79,1.45,1082,1386.44
2024-06-13,6,June,2024,San Francisco (SFO),Osaka (KIX),United Airlines,87,0.88,812,686.53
2024-05-18,5,May,2024,Chicago (ORD),Tokyo (NRT),United Airlines,45,1.4,1082,1325.72
2023-02-24,2,February,2023,Seattle (SEA),Osaka (KIX),Delta Airlines,55,0.85,918,773.1
2023-07-07,7,July,2023,Los Angeles (LAX),Tokyo (NRT),ANA,16,0.92,795,823.9
2024-12-23,12,December,2024,Chicago (ORD),Tokyo (HND),ANA,126,1.0,1118,1141.78
2023-02-11,2,February,2023,Chicago (ORD),Tokyo (NRT),Delta Airlines,120,0.85,1141,860.21
2024-05-11,5,May,2024,San Francisco (SFO),Osaka (KIX),American Airlines,124,1.4,835,1225.29
2023-05-07,5,May,2023,Chicago (ORD),Tokyo (NRT),ANA,96,1.4,1153,1612.3
2023-07-04,7,July,2023,New York (JFK),Tokyo (NRT),United Airlines,50,0.92,1153,967.67
2024-11-10,11,November,2024,Seattle (SEA),Tokyo (HND),American Airlines,156,1.25,800,977.93
2024-06-22,6,June,2024,Los Angeles (LAX),Osaka (KIX),Japan Airlines,153,0.88,874,731.89
2023-09-10,9,September,2023,Los Angeles (LAX),Tokyo (HND),Japan Airlines,134,1.05,811,788.14
2023-10-19,10,October,2023,New York (JFK),Tokyo (HND),Japan Airlines,38,1.3,1247,1684.16
2023-04-19,4,April,2023,Chicago (ORD),Tokyo (HND),American Airlines,89,1.55,1082,1664.17
2024-04-16,4,April,2024,Los Angeles (LAX),Tokyo (NRT),Japan Airlines,175,1.55,870,1101.86
2024-08-31,8,August,2024,Chicago (ORD),Tokyo (HND),United Airlines,175,0.95,1082,1020.55
2024-11-02,11,November,2024,New York (JFK),Tokyo (HND),Japan Airlines,166,1.25,1247,1476.59
2023-05-13,5,May,2023,Chicago (ORD),Tokyo (HND),American Airlines,61,1.4,1082,1503.67
2023-11-27,11,November,2023,New York (JFK),Osaka (KIX),United Airlines,21,1.25,1235,1576.24
2024-01-26,1,January,2024,New York (JFK),Osaka (KIX),American Airlines,30,0.82,1247,1096.25
2023-09-03,9,September,2023,Chicago (ORD),Tokyo (HND),ANA,109,1.05,1118,999.2
2023-06-16,6,June,2023,New York (JFK),Tokyo (NRT),ANA,106,0.88,1235,909.34
2023-05-04,5,May,2023,Chicago (ORD),Tokyo (HND),ANA,83,1.4,1118,1405.23
2024-12-02,12,December,2024,Chicago (ORD),Tokyo (HND),United Airlines,161,1.0,1082,1056.59
2024-01-12,1,January,2024,Los Angeles (LAX),Tokyo (HND),Japan Airlines,138,0.82,811,709.21
2024-02-02,2,February,2024,Los Angeles (LAX),Tokyo (HND),Delta Airlines,128,0.85,882,680.83
2024-03-09,3,March,2024,San Francisco (SFO),Osaka (KIX),American Airlines,30,1.45,835,1319.57
2023-07-10,7,July,2023,Chicago (ORD),Tokyo (HND),American Airlines,118,0.92,1082,855.66
2024-06-09,6,June,2024,Chicago (ORD),Tokyo (NRT),Japan Airlines,94,0.88,1235,1053.21
2024-10-25,10,October,2024,Chicago (ORD),Osaka (KIX),ANA,46,1.3,1235,1654.63
2023-03-27,3,March,2023,Chicago (ORD),Osaka (KIX),American Airlines,81,1.45,1188,1732.02
2024-05-04,5,May,2024,Chicago (ORD),Tokyo (HND),Japan Airlines,83,1.4,1188,1568.06
2023-09-12,9,September,2023,Los Angeles (LAX),Tokyo (NRT),United Airlines,140,1.05,735,655.52
2023-02-18,2,February,2023,Chicago (ORD),Tokyo (HND),American Airlines,148,0.85,1082,775.77
2023-04-21,4,April,2023,New York (JFK),Tokyo (NRT),American Airlines,137,1.55,1165,1809.76
2024-04-20,4,April,2024,Chicago (ORD),Tokyo (HND),Japan Airlines,176,1.55,1188,1744.47
2023-09-18,9,September,2023,Seattle (SEA),Tokyo (HND),United Airlines,156,1.05,800,758.09
2023-04-27,4,April,2023,New York (JFK),Osaka (KIX),Japan Airlines,176,1.55,1376,1778.1
2024-02-07,2,February,2024,Chicago (ORD),Tokyo (NRT),ANA,18,0.85,1153,1106.21
2023-11-18,11,November,2023,New York (JFK),Tokyo (HND),United Airlines,157,1.25,1153,1230.4
2024-09-30,9,September,2024,Chicago (ORD),Osaka (KIX),Delta Airlines,74,1.05,1224,1220.8
2023-07-09,7,July,2023,San Francisco (SFO),Tokyo (NRT),ANA,27,0.92,824,812.92
2024-03-20,3,March,2024,Seattle (SEA),Tokyo (HND),Japan Airlines,143,1.45,871,1199.56
2023-04-30,4,April,2023,New York (JFK),Tokyo (NRT),Delta Airlines,10,1.55,1200,1995.06
2024-04-16,4,April,2024,Los Angeles (LAX),Osaka (KIX),Delta Airlines,110,1.55,847,1303.03
2023-11-07,11,November,2023,Seattle (SEA),Osaka (KIX),Delta Airlines,165,1.25,918,1118.85
2023-11-06,11,November,2023,Seattle (SEA),Tokyo (HND),Delta Airlines,29,1.25,847,1190.16
2023-07-15,7,July,2023,Los Angeles (LAX),Tokyo (NRT),Japan Airlines,35,0.92,870,743.28
2023-01-28,1,January,2023,New York (JFK),Osaka (KIX),ANA,60,0.82,1318,1024.55
2024-10-27,10,October,2024,Chicago (ORD),Osaka (KIX),ANA,68,1.3,1235,1672.53
2023-07-15,7,July,2023,Chicago (ORD),Osaka (KIX),American Airlines,29,0.92,1188,1188.84
2024-04-30,4,April,2024,San Francisco (SFO),Tokyo (HND),ANA,115,1.55,800,976.89
2023-06-06,6,June,2023,New York (JFK),Tokyo (NRT),ANA,120,0.88,1235,1011.51
2024-04-05,4,April,2024,Chicago (ORD),Tokyo (HND),Japan Airlines,156,1.55,1188,1781.14
2024-08-06,8,August,2024,Los Angeles (LAX),Tokyo (NRT),United Airlines,107,0.95,735,569.4
2023-04-16,4,April,2023,New York (JFK),Tokyo (HND),Japan Airlines,168,1.55,1247,1601.83
2024-08-15,8,August,2024,Chicago (ORD),Tokyo (HND),Delta Airlines,159,0.95,1106,985.58
2024-05-14,5,May,2024,Seattle (SEA),Tokyo (HND),Japan Airlines,109,1.4,871,1132.61
2024-09-18,9,September,2024,Chicago (ORD),Osaka (KIX),American Airlines,180,1.05,1188,1050.98
2024-06-24,6,June,2024,Chicago (ORD),Tokyo (NRT),Japan Airlines,11,0.88,1235,1248.14
2024-07-20,7,July,2024,Chicago (ORD),Osaka (KIX),United Airlines,23,0.92,1165,1177.57
2024-04-29,4,April,2024,San Francisco (SFO),Osaka (KIX),Delta Airlines,36,1.55,906,1572.24
2024-04-04,4,April,2024,Chicago (ORD),Osaka (KIX),United Airlines,118,1.55,1165,1752.58
2023-07-16,7,July,2023,New York (JFK),Tokyo (NRT),United Airlines,127,0.92,1153,1070.39
2024-06-03,6,June,2024,San Francisco (SFO),Tokyo (HND),ANA,63,0.88,800,600.01
2024-09-08,9,September,2024,Seattle (SEA),Osaka (KIX),United Airlines,175,1.05,847,889.32
2024-12-29,12,December,2024,Chicago (ORD),Tokyo (NRT),United Airlines,106,1.0,1082,1039.4
2024-04-28,4,April,2024,Chicago (ORD),Osaka (KIX),United Airlines,48,1.55,1165,1655.34
2024-12-08,12,December,2024,Seattle (SEA),Tokyo (NRT),United Airlines,29,1.0,800,983.53
2023-07-24,7,July,2023,Chicago (ORD),Tokyo (NRT),ANA,47,0.92,1153,1134.26
2024-03-01,3,March,2024,Seattle (SEA),Tokyo (HND),Japan Airlines,133,1.45,871,1220.32
2024-07-24,7,July,2024,San Francisco (SFO),Tokyo (NRT),ANA,19,0.92,824,819.31
2024-01-01,1,January,2024,New York (JFK),Tokyo (HND),United Airlines,180,0.82,1153,1004.67
2023-02-02,2,February,2023,Los Angeles (LAX),Tokyo (NRT),American Airlines,23,0.85,759,720.42
2024-09-24,9,September,2024,San Francisco (SFO),Tokyo (HND),Japan Airlines,65,1.05,847,857.43
2024-05-13,5,May,2024,New York (JFK),Osaka (KIX),ANA,73,1.4,1318,1628.53
2024-07-24,7,July,2024,San Francisco (SFO),Tokyo (HND),Japan Airlines,75,0.92,847,812.57
2024-09-10,9,September,2024,Los Angeles (LAX),Osaka (KIX),American Airlines,178,1.05,788,839.71
2024-03-24,3,March,2024,New York (JFK),Osaka (KIX),Japan Airlines,124,1.45,1376,1701.97
2024-09-16,9,September,2024,New York (JFK),Tokyo (NRT),American Airlines,33,1.05,1165,1271.53
2023-04-18,4,April,2023,Seattle (SEA),Tokyo (NRT),American Airlines,49,1.55,824,1239.54
2023-06-10,6,June,2023,New York (JFK),Tokyo (NRT),United Airlines,81,0.88,1153,1079.23
2023-04-12,4,April,2023,Chicago (ORD),Osaka (KIX),Delta Airlines,46,1.55,1224,1866.74
2023-05-06,5,May,2023,San Francisco (SFO),Tokyo (HND),ANA,58,1.4,800,958.58
2023-09-09,9,September,2023,Chicago (ORD),Tokyo (HND),Japan Airlines,128,1.05,1188,1070.29
2023-06-25,6,June,2023,San Francisco (SFO),Tokyo (HND),American Airlines,28,0.88,765,706.68
2024-01-05,1,January,2024,San Francisco (SFO),Tokyo (HND),Delta Airlines,168,0.82,835,625.34
2024-03-07,3,March,2024,Los Angeles (LAX),Tokyo (NRT),American Airlines,65,1.45,759,1016.02
2024-02-24,2,February,2024,Los Angeles (LAX),Tokyo (HND),Delta Airlines,124,0.85,882,738.02
2023-01-31,1,January,2023,Seattle (SEA),Osaka (KIX),United Airlines,120,0.82,847,686.76
2023-03-13,3,March,2023,Los Angeles (LAX),Tokyo (NRT),American Airlines,28,1.45,759,1359.79
2023-06-18,6,June,2023,San Francisco (SFO),Tokyo (HND),Delta Airlines,118,0.88,835,690.42
2024-11-07,11,November,2024,New York (JFK),Tokyo (HND),Japan Airlines,171,1.25,1247,1235.63
2024-10-08,10,October,2024,Los Angeles (LAX),Osaka (KIX),Japan Airlines,176,1.3,874,1082.79
2024-02-16,2,February,2024,Seattle (SEA),Tokyo (HND),Delta Airlines,148,0.85,847,674.69
2023-12-19,12,December,2023,San Francisco (SFO),Osaka (KIX),United Airlines,9,1.0,812,1011.96
2023-05-31,5,May,2023,San Francisco (SFO),Osaka (KIX),American Airlines,110,1.4,835,1052.22
2024-07-11,7,July,2024,Chicago (ORD),Osaka (KIX),ANA,166,0.92,1235,963.48
2024-12-15,12,December,2024,Seattle (SEA),Osaka (KIX),Delta Airlines,95,1.0,918,772.82
2023-03-28,3,March,2023,Chicago (ORD),Tokyo (NRT),United Airlines,16,1.45,1082,1740.01
2023-05-10,5,May,2023,Seattle (SEA),Tokyo (HND),Delta Airlines,140,1.4,847,1019.58
2023-04-06,4,April,2023,Seattle (SEA),Tokyo (HND),ANA,137,1.55,824,1165.77
2023-12-15,12,December,2023,Seattle (SEA),Tokyo (HND),American Airlines,169,1.0,800,724.34
2024-07-06,7,July,2024,Los Angeles (LAX),Tokyo (NRT),Japan Airlines,158,0.92,870,752.57
2024-03-08,3,March,2024,San Francisco (SFO),Tokyo (NRT),United Airlines,136,1.45,765,908.22
2024-01-17,1,January,2024,New York (JFK),Osaka (KIX),Japan Airlines,73,0.82,1376,1156.0
2023-02-18,2,February,2023,Seattle (SEA),Tokyo (HND),Japan Airlines,173,0.85,871,674.12
2024-08-09,8,August,2024,New York (JFK),Tokyo (HND),United Airlines,8,0.95,1153,1297.5
2024-08-18,8,August,2024,Chicago (ORD),Tokyo (HND),ANA,151,0.95,1118,1064.98
2023-12-25,12,December,2023,Seattle (SEA),Osaka (KIX),ANA,83,1.0,894,939.65
2024-11-19,11,November,2024,San Francisco (SFO),Osaka (KIX),American Airlines,42,1.25,835,1082.22
2023-04-18,4,April,2023,Chicago (ORD),Osaka (KIX),ANA,90,1.55,1235,1612.45
2024-01-05,1,January,2024,Seattle (SEA),Osaka (KIX),ANA,123,0.82,894,699.1
2024-02-26,2,February,2024,New York (JFK),Tokyo (NRT),Delta Airlines,27,0.85,1200,1122.24
2023-05-14,5,May,2023,New York (JFK),Tokyo (NRT),Delta Airlines,128,1.4,1200,1477.8
2024-01-14,1,January,2024,Los Angeles (LAX),Tokyo (HND),Japan Airlines,180,0.82,811,548.89
2024-07-26,7,July,2024,Seattle (SEA),Tokyo (HND),American Airlines,139,0.92,800,712.48
2024-05-25,5,May,2024,Chicago (ORD),Tokyo (HND),American Airlines,169,1.4,1082,1263.17
2024-03-02,3,March,2024,Chicago (ORD),Tokyo (HND),Delta Airlines,48,1.45,1106,1547.01
2024-05-11,5,May,2024,Los Angeles (LAX),Osaka (KIX),ANA,124,1.4,808,970.49
2024-06-25,6,June,2024,Los Angeles (LAX),Osaka (KIX),American Airlines,37,0.88,788,753.19
2023-02-03,2,February,2023,Los Angeles (LAX),Tokyo (HND),Delta Airlines,47,0.85,882,822.26
2024-09-08,9,September,2024,Seattle (SEA),Tokyo (HND),Japan Airlines,111,1.05,871,833.6
2024-08-08,8,August,2024,New York (JFK),Tokyo (NRT),United Airlines,81,0.95,1153,1049.61
2023-05-01,5,May,2023,New York (JFK),Osaka (KIX),ANA,102,1.4,1318,1456.36
2023-10-29,10,October,2023,San Francisco (SFO),Tokyo (HND),United Airlines,131,1.3,765,958.37
2024-08-26,8,August,2024,New York (JFK),Tokyo (NRT),ANA,114,0.95,1235,1025.27
2023-08-09,8,August,2023,New York (JFK),Tokyo (HND),United Airlines,53,0.95,1153,1020.52
2024-07-14,7,July,2024,Chicago (ORD),Tokyo (NRT),Japan Airlines,96,0.92,1235,1047.44
2024-05-07,5,May,2024,New York (JFK),Tokyo (NRT),Delta Airlines,153,1.4,1200,1669.91
2023-12-12,12,December,2023,San Francisco (SFO),Osaka (KIX),Delta Airlines,103,1.0,906,797.24
2023-05-16,5,May,2023,Chicago (ORD),Osaka (KIX),American Airlines,42,1.4,1188,1897.1
2024-04-05,4,April,2024,Seattle (SEA),Osaka (KIX),Delta Airlines,177,1.55,918,1174.8
2023-04-02,4,April,2023,Chicago (ORD),Tokyo (NRT),United Airlines,166,1.55,1082,1536.24
2023-08-27,8,August,2023,Seattle (SEA),Tokyo (HND),Delta Airlines,108,0.95,847,783.35
2024-11-17,11,November,2024,San Francisco (SFO),Osaka (KIX),Japan Airlines,120,1.25,941,1088.67
2023-06-19,6,June,2023,San Francisco (SFO),Osaka (KIX),Japan Airlines,13,0.88,941,954.87
2024-07-28,7,July,2024,Seattle (SEA),Osaka (KIX),United Airlines,172,0.92,847,700.07
2023-03-29,3,March,2023,New York (JFK),Osaka (KIX),American Airlines,56,1.45,1247,1912.64
2023-02-24,2,February,2023,Seattle (SEA),Osaka (KIX),American Airlines,152,0.85,871,769.64
2024-05-29,5,May,2024,Seattle (SEA),Tokyo (NRT),Delta Airlines,11,1.4,871,1258.43
2023-07-04,7,July,2023,New York (JFK),Osaka (KIX),American Airlines,11,0.92,1247,1223.79
2024-12-23,12,December,2024,San Francisco (SFO),Tokyo (NRT),ANA,155,1.0,824,710.88
2024-09-13,9,September,2024,Chicago (ORD),Tokyo (NRT),American Airlines,89,1.05,1106,1278.86
2024-05-18,5,May,2024,Chicago (ORD),Osaka (KIX),Japan Airlines,12,1.4,1318,1996.37
2024-02-29,2,February,2024,San Francisco (SFO),Tokyo (HND),ANA,13,0.85,800,689.97
2023-09-21,9,September,2023,Seattle (SEA),Tokyo (HND),Delta Airlines,30,1.05,847,1043.14
2023-06-22,6,June,2023,New York (JFK),Tokyo (NRT),American Airlines,80,0.88,1165,1017.49
2023-04-02,4,April,2023,Los Angeles (LAX),Tokyo (NRT),United Airlines,46,1.55,735,1086.92
2023-03-02,3,March,2023,San Francisco (SFO),Tokyo (HND),ANA,164,1.45,800,1082.09
2024-12-31,12,December,2024,San Francisco (SFO),Tokyo (NRT),Japan Airlines,21,1.0,894,1057.23
2023-11-24,11,November,2023,San Francisco (SFO),Tokyo (HND),Japan Airlines,43,1.25,847,1081.21
2024-01-20,1,January,2024,Chicago (ORD),Tokyo (HND),United Airlines,37,0.82,1082,856.45
2024-09-03,9,September,2024,New York (JFK),Tokyo (NRT),ANA,157,1.05,1235,1194.59
2024-05-31,5,May,2024,Los Angeles (LAX),Tokyo (HND),American Airlines,105,1.4,759,977.54
2023-11-22,11,November,2023,New York (JFK),Tokyo (HND),Japan Airlines,125,1.25,1247,1362.08
2024-05-10,5,May,2024,Seattle (SEA),Tokyo (HND),Japan Airlines,14,1.4,871,1261.68
2023-01-20,1,January,2023,Chicago (ORD),Osaka (KIX),ANA,75,0.82,1235,882.74
2023-09-10,9,September,2023,Seattle (SEA),Osaka (KIX),Japan Airlines,149,1.05,965,894.46
2024-02-21,2,February,2024,Los Angeles (LAX),Tokyo (HND),American Airlines,121,0.85,759,589.12
2023-07-28,7,July,2023,New York (JFK),Osaka (KIX),American Airlines,43,0.92,1247,1280.03
2023-09-09,9,September,2023,San Francisco (SFO),Osaka (KIX),ANA,144,1.05,871,913.43
2023-02-12,2,February,2023,Chicago (ORD),Osaka (KIX),Delta Airlines,7,0.85,1224,1297.65
2024-10-30,10,October,2024,Chicago (ORD),Osaka (KIX),United Airlines,49,1.3,1165,1656.66
2023-10-07,10,October,2023,New York (JFK),Tokyo (NRT),Delta Airlines,160,1.3,1200,1473.94
2023-12-26,12,December,2023,San Francisco (SFO),Osaka (KIX),Delta Airlines,168,1.0,906,891.52
2023-10-16,10,October,2023,Los Angeles (LAX),Osaka (KIX),American Airlines,18,1.3,788,1148.87
2024-07-30,7,July,2024,Los Angeles (LAX),Osaka (KIX),American Airlines,24,0.92,788,862.56
2024-12-16,12,December,2024,San Francisco (SFO),Tokyo (NRT),Delta Airlines,38,1.0,859,886.95
2023-10-14,10,October,2023,Los Angeles (LAX),Osaka (KIX),American Airlines,117,1.3,788,988.82
2023-11-22,11,November,2023,Los Angeles (LAX),Osaka (KIX),American Airlines,94,1.25,788,885.56
2023-10-07,10,October,2023,San Francisco (SFO),Osaka (KIX),Delta Airlines,69,1.3,906,1253.14
2024-04-15,4,April,2024,San Francisco (SFO),Tokyo (HND),ANA,160,1.55,800,1239.83
2024-10-23,10,October,2024,San Francisco (SFO),Tokyo (NRT),ANA,7,1.3,824,1139.42
2023-01-10,1,January,2023,Seattle (SEA),Tokyo (HND),Japan Airlines,179,0.82,871,660.8
2024-12-14,12,December,2024,Los Angeles (LAX),Tokyo (HND),American Airlines,132,1.0,759,610.59
2024-10-26,10,October,2024,Chicago (ORD),Osaka (KIX),Japan Airlines,173,1.3,1318,1462.16
2024-11-18,11,November,2024,New York (JFK),Osaka (KIX),Japan Airlines,120,1.25,1376,1750.8
2024-09-07,9,September,2024,New York (JFK),Tokyo (HND),Delta Airlines,98,1.05,1176,1186.72
2023-05-08,5,May,2023,Chicago (ORD),Tokyo (NRT),Japan Airlines,125,1.4,1235,1714.48
2023-01-10,1,January,2023,San Francisco (SFO),Tokyo (NRT),Delta Airlines,63,0.82,859,762.75
2023-07-16,7,July,2023,New York (JFK),Tokyo (HND),United Airlines,30,0.92,1153,1194.7
2023-08-15,8,August,2023,Seattle (SEA),Osaka (KIX),United Airlines,66,0.95,847,856.0
2023-10-15,10,October,2023,Chicago (ORD),Tokyo (HND),Japan Airlines,133,1.3,1188,1486.78
2023-07-20,7,July,2023,Seattle (SEA),Tokyo (NRT),Japan Airlines,170,0.92,918,786.32
2024-08-05,8,August,2024,Chicago (ORD),Tokyo (NRT),United Airlines,135,0.95,1082,1018.28
2023-07-18,7,July,2023,Chicago (ORD),Tokyo (NRT),American Airlines,175,0.92,1106,942.79
2024-08-01,8,August,2024,Seattle (SEA),Osaka (KIX),American Airlines,51,0.95,871,779.9
2023-03-08,3,March,2023,New York (JFK),Osaka (KIX),ANA,39,1.45,1318,1949.6
2024-06-19,6,June,2024,San Francisco (SFO),Osaka (KIX),ANA,77,0.88,871,691.32
2024-12-10,12,December,2024,Los Angeles (LAX),Osaka (KIX),Japan Airlines,180,1.0,874,891.61
2024-11-28,11,November,2024,Seattle (SEA),Osaka (KIX),United Airlines,150,1.25,847,872.43
2024-10-18,10,October,2024,Chicago (ORD),Tokyo (NRT),Delta Airlines,179,1.3,1141,1182.07
2024-02-21,2,February,2024,New York (JFK),Tokyo (HND),Delta Airlines,77,0.85,1176,1030.27
2024-04-22,4,April,2024,New York (JFK),Osaka (KIX),American Airlines,133,1.55,1247,1600.73
2023-08-18,8,August,2023,San Francisco (SFO),Osaka (KIX),Japan Airlines,19,0.95,941,893.54
2024-04-04,4,April,2024,San Francisco (SFO),Tokyo (HND),American Airlines,87,1.55,765,1267.32
2023-12-09,12,December,2023,New York (JFK),Tokyo (HND),ANA,27,1.0,1200,1271.85
2024-12-07,12,December,2024,Seattle (SEA),Tokyo (NRT),ANA,115,1.0,847,856.91
2023-06-18,6,June,2023,New York (JFK),Tokyo (NRT),ANA,91,0.88,1235,856.68
2023-01-29,1,January,2023,San Francisco (SFO),Tokyo (NRT),Japan Airlines,129,0.82,894,682.94
2024-10-03,10,October,2024,Chicago (ORD),Tokyo (NRT),American Airlines,92,1.3,1106,1189.07
2024-04-29,4,April,2024,San Francisco (SFO),Tokyo (NRT),Japan Airlines,68,1.55,894,1229.43
2024-06-16,6,June,2024,San Francisco (SFO),Tokyo (NRT),United Airlines,67,0.88,765,611.64
